BAMLCC8A015PYTRIV|ICE BofAML US Corp 15+yr Total Return Index Value|Index
BAMLCC2A035YTRIV|ICE BofAML US Corp 3-5yr Total Return Index Value|Index
BAMLCC3A057YTRIV|ICE BofAML US Corp 5-7yr Total Return Index Value|Index
BAMLCC4A0710YTRIV|ICE BofAML US Corporate 7-10yr Total Return Index Value|Index
BAMLCC0A3ATRIV|ICE BofAML US Corp A Total Return Index Value|Index
BAMLCC0A2AATRIV|ICE BofAML US Corp AA Total Return Index Value|Index
BAMLCC0A1AAATRIV|ICE BofAML US Corp AAA Total Return Index Value|Index
BAMLHYH0A2BTRIV|ICE BofAML US High Yield B Total Return Index Value|Index
BAMLHYH0A1BBTRIV|ICE BofAML US High Yield BB Total Return Index Value|Index
BAMLCC0A4BBBTRIV|ICE BofAML US Corp BBB Total Return Index Value|Index
BAMLHYH0A3CMTRIV|ICE BofAML US High Yield CCC or Below Total Return Index Value|Index
BAMLCC0A0CMTRIV|ICE BofAML US Corp Master Total Return Index Value|Index
BAMLHYH0A0HYM2TRIV|ICE BofAML US High Yield Master II Total Return Index Value|Index
BAMLEM1BRRAAA2ACRPIOAS|ICE BofAML AAA-A Emerging Markets Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEM1RAAA2ALCRPIUSOAS|ICE BofAML AAA-A US Emerging Markets Liquid Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEMRACRPIASIAOAS|ICE BofAML Asia Emerging Markets Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEMALLCRPIASIAUSOAS|ICE BofAML Asia US Emerging Markets Liquid Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEM4BRRBLCRPIOAS|ICE BofAML B and Lower Emerging Markets Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEM4RBLLCRPIUSOAS|ICE BofAML B and Lower US Emerging Markets Liquid Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEM3BRRBBCRPIOAS|ICE BofAML BB Emerging Markets Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEM3RBBLCRPIUSOAS|ICE BofAML BB US Emerging Markets Liquid Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEM2BRRBBBCRPIOAS|ICE BofAML BBB Emerging Markets Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEM2RBBBLCRPIUSOAS|ICE BofAML BBB US Emerging Markets Liquid Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEM5BCOCRPIOAS|ICE BofAML Crossover Emerging Markets Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEMXOCOLCRPIUSOAS|ICE BofAML Crossover US Emerging Markets Liquid Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEMCBPIOAS|ICE BofAML Emerging Markets Corporate Plus Index Option-Adjusted Spread|Percent
BAMLEMEBCRPIEOAS|ICE BofAML Euro Emerging Markets Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEMRECRPIEMEAOAS|ICE BofAML Europe, the Middle East, and Africa (EMEA) Emerging Markets Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEMELLCRPIEMEAUSOAS|ICE BofAML Europe, the Middle East, and Africa (EMEA) US Emerging Markets Liquid Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEMFSFCRPIOAS|ICE BofAML Financial Emerging Markets Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEMFLFLCRPIUSOAS|ICE BofAML Financial US Emerging Markets Liquid Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEMIBHGCRPIOAS|ICE BofAML High Grade Emerging Markets Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEMHGHGLCRPIUSOAS|ICE BofAML High Grade US Emerging Markets Liquid Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEMHBHYCRPIOAS|ICE BofAML High Yield Emerging Markets Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEMHYHYLCRPIUSOAS|ICE BofAML High Yield US Emerging Markets Liquid Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEMRLCRPILAOAS|ICE BofAML Latin America Emerging Markets Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEMLLLCRPILAUSOAS|ICE BofAML Latin America US Emerging Markets Liquid Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEMNSNFCRPIOAS|ICE BofAML Non-Financial Emerging Markets Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEMNFNFLCRPIUSOAS|ICE BofAML Non-Financial US Emerging Markets Liquid Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEMPUPUBSLCRPIUSOAS|ICE BofAML Public Sector Issuers US Emerging Markets Liquid Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEMUBCRPIUSOAS|ICE BofAML US Emerging Markets Corporate Plus Sub-Index Option-Adjusted Spread|Percent
BAMLEMCLLCRPIUSOAS|ICE BofAML US Emerging Markets Liquid Corporate Plus Index Option-Adjusted Spread|Percent
BAMLHE00EHYIOAS|ICE BofAML Euro High Yield Index Option-Adjusted Spread|Percent
BAMLC0A3CA|ICE BofAML US Corporate A Option-Adjusted Spread|Percent
BAMLC0A2CAA|ICE BofAML US Corporate AA Option-Adjusted Spread|Percent
BAMLC0A1CAAA|ICE BofAML US Corporate AAA Option-Adjusted Spread|Percent
BAMLH0A2HYB|ICE BofAML US High Yield B Option-Adjusted Spread|Percent
BAMLH0A1HYBB|ICE BofAML US High Yield BB Option-Adjusted Spread|Percent
BAMLC0A4CBBB|ICE BofAML US Corporate BBB Option-Adjusted Spread|Percent
BAMLH0A3HYC|ICE BofAML US High Yield CCC or Below Option-Adjusted Spread|Percent
BAMLEM1BRRAAA2ACRPIEY|ICE BofAML AAA-A Emerging Markets Corporate Plus Sub-Index Effective Yield|Percent
BAMLEM1RAAA2ALCRPIUSEY|ICE BofAML AAA-A US Emerging Markets Liquid Corporate Plus Sub-Index Effective Yield|Percent
BAMLEMRACRPIASIAEY|ICE BofAML Asia Emerging Markets Corporate Plus Sub-Index Effective Yield|Percent
BAMLEMALLCRPIASIAUSEY|ICE BofAML Asia US Emerging Markets Liquid Corporate Plus Sub-Index Effective Yield|Percent
BAMLEM4BRRBLCRPIEY|ICE BofAML B and Lower Emerging Markets Corporate Plus Sub-Index Effective Yield|Percent
BAMLEM4RBLLCRPIUSEY|ICE BofAML B and Lower US Emerging Markets Liquid Corporate Plus Sub-Index Effective Yield|Percent
BAMLEM3BRRBBCRPIEY|ICE BofAML BB Emerging Markets Corporate Plus Sub-Index Effective Yield|Percent
BAMLEM3RBBLCRPIUSEY|ICE BofAML BB US Emerging Markets Liquid Corporate Plus Sub-Index Effective Yield|Percent
BAMLEM2BRRBBBCRPIEY|ICE BofAML BBB Emerging Markets Corporate Plus Sub-Index Effective Yield|Percent
BAMLEM2RBBBLCRPIUSEY|ICE BofAML BBB US Emerging Markets Liquid Corporate Plus Sub-Index Effective Yield|Percent
BAMLEM5BCOCRPIEY|ICE BofAML Crossover Emerging Markets Corporate Plus Sub-Index Effective Yield|Percent
BAMLEMXOCOLCRPIUSEY|ICE BofAML Crossover US Emerging Markets Liquid Corporate Plus Sub-Index Effective Yield|Percent
BAMLEMCBPIEY|ICE BofAML Emerging Markets Corporate Plus Index Effective Yield|Percent
BAMLEMEBCRPIEEY|ICE BofAML Euro Emerging Markets Corporate Plus Sub-Index Effective Yield|Percent
BAMLHE00EHYIEY|ICE BofAML Euro High Yield Index Effective Yield|Percent
BAMLEMRECRPIEMEAEY|ICE BofAML Europe, the Middle East, and Africa (EMEA) Emerging Markets Corporate Plus Sub-Index Effective Yield|Percent
BAMLEMELLCRPIEMEAUSEY|ICE BofAML Europe, the Middle East, and Africa (EMEA) US Emerging Markets Liquid Corporate Plus Sub-Index Effective Yield|Percent
BAMLEMFSFCRPIEY|ICE BofAML Financial Emerging Markets Corporate Plus Sub-Index Effective Yield|Percent
BAMLEMFLFLCRPIUSEY|ICE BofAML Financial US Emerging Markets Liquid Corporate Plus Sub-Index Effective Yield|Percent
BAMLEMIBHGCRPIEY|ICE BofAML High Grade Emerging Markets Corporate Plus Sub-Index Effective Yield|Percent
BAMLEMHGHGLCRPIUSEY|ICE BofAML High Grade US Emerging Markets Liquid Corporate Plus Sub-Index Effective Yield|Percent
BAMLEMHBHYCRPIEY|ICE BofAML High Yield Emerging Markets Corporate Plus Sub-Index Effective Yield|Percent
BAMLEMHYHYLCRPIUSEY|ICE BofAML High Yield US Emerging Markets Liquid Corporate Plus Sub-Index Effective Yield|Percent
BAMLEMRLCRPILAEY|ICE BofAML Latin America Emerging Markets Corporate Plus Sub-Index Effective Yield|Percent
BAMLEMLLLCRPILAUSEY|ICE BofAML Latin America US Emerging Markets Liquid Corporate Plus Sub-Index Effective Yield|Percent
BAMLEMNSNFCRPIEY|ICE BofAML Non-Financial Emerging Markets Corporate Plus Sub-Index Effective Yield|Percent
BAMLEMNFNFLCRPIUSEY|ICE BofAML Non-Financial US Emerging Markets Liquid Corporate Plus Sub-Index Effective Yield|Percent
BAMLEMPUPUBSLCRPIUSEY|ICE BofAML Public Sector Issuers US Emerging Markets Liquid Corporate Plus Sub-Index Effective Yield|Percent
BAMLC1A0C13YEY|ICE BofAML US Corporate 1-3 Year Effective Yield|Percent
BAMLC7A0C1015YEY|ICE BofAML US Corporate 10-15 Year Effective Yield|Percent
BAMLC8A0C15PYEY|ICE BofAML US Corporate 15+ Year Effective Yield|Percent
BAMLC2A0C35YEY|ICE BofAML US Corporate 3-5 Year Effective Yield|Percent
BAMLC3A0C57YEY|ICE BofAML US Corporate 5-7 Year Effective Yield|Percent
BAMLC4A0C710YEY|ICE BofAML US Corporate 7-10 Year Effective Yield|Percent
BAMLC0A3CAEY|ICE BofAML US Corporate A Effective Yield|Percent
BAMLC0A2CAAEY|ICE BofAML US Corporate AA Effective Yield|Percent
BAMLC0A1CAAAEY|ICE BofAML US Corporate AAA Effective Yield|Percent
BAMLH0A2HYBEY|ICE BofAML US High Yield B Effective Yield|Percent
BAMLH0A1HYBBEY|ICE BofAML US High Yield BB Effective Yield|Percent
BAMLC0A4CBBBEY|ICE BofAML US Corporate BBB Effective Yield|Percent
BAMLH0A3HYCEY|ICE BofAML US High Yield CCC or Below Effective Yield|Percent
BAMLC0A0CMEY|ICE BofAML US Corporate Master Effective Yield|Percent
BAMLEMUBCRPIUSEY|ICE BofAML US Emerging Markets Corporate Plus Sub-Index Effective Yield|Percent
BAMLEMCLLCRPIUSEY|ICE BofAML US Emerging Markets Liquid Corporate Plus Index Effective Yield|Percent
BAMLH0A0HYM2EY|ICE BofAML US High Yield Master II Effective Yield|Percent
BAMLEM1BRRAAA2ACRPISYTW|ICE BofAML AAA-A Emerging Markets Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEM1RAAA2ALCRPIUSSYTW|ICE BofAML AAA-A US Emerging Markets Liquid Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMRACRPIASIASYTW|ICE BofAML Asia Emerging Markets Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMALLCRPIASIAUSSYTW|ICE BofAML Asia US Emerging Markets Liquid Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEM4BRRBLCRPISYTW|ICE BofAML B and Lower Emerging Markets Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEM4RBLLCRPIUSSYTW|ICE BofAML B and Lower US Emerging Markets Liquid Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEM3BRRBBCRPISYTW|ICE BofAML BB Emerging Markets Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEM3RBBLCRPIUSSYTW|ICE BofAML BB US Emerging Markets Liquid Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEM2BRRBBBCRPISYTW|ICE BofAML BBB Emerging Markets Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEM2RBBBLCRPIUSSYTW|ICE BofAML BBB US Emerging Markets Liquid Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEM5BCOCRPISYTW|ICE BofAML Crossover Emerging Markets Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMXOCOLCRPIUSSYTW|ICE BofAML Crossover US Emerging Markets Liquid Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMCBPISYTW|ICE BofAML Emerging Markets Corporate Plus Index Semi-Annual Yield to Worst|Percent
BAMLEMEBCRPIESYTW|ICE BofAML Euro Emerging Markets Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLHE00EHYISYTW|ICE BofAML Euro High Yield Index Semi-Annual Yield to Worst|Percent
BAMLEMRECRPIEMEASYTW|ICE BofAML Europe, the Middle East, and Africa (EMEA) Emerging Markets Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMELLCRPIEMEAUSSYTW|ICE BofAML Europe, the Middle East, and Africa (EMEA) US Emerging Markets Liquid Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMFSFCRPISYTW|ICE BofAML Financial Emerging Markets Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMFLFLCRPIUSSYTW|ICE BofAML Financial US Emerging Markets Liquid Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMIBHGCRPISYTW|ICE BofAML High Grade Emerging Markets Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMHGHGLCRPIUSSYTW|ICE BofAML High Grade US Emerging Markets Liquid Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMHBHYCRPISYTW|ICE BofAML High Yield Emerging Markets Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMHYHYLCRPIUSSYTW|ICE BofAML High Yield US Emerging Markets Liquid Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMRLCRPILASYTW|ICE BofAML Latin America Emerging Markets Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMLLLCRPILAUSSYTW|ICE BofAML Latin America US Emerging Markets Liquid Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMNSNFCRPISYTW|ICE BofAML Non-Financial Emerging Markets Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMNFNFLCRPIUSSYTW|ICE BofAML Non-Financial US Emerging Markets Liquid Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMPTPRVICRPISYTW|ICE BofAML Private Sector Issuers Emerging Markets Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMPVPRIVSLCRPIUSSYTW|ICE BofAML Private Sector Issuers US Emerging Markets Liquid Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMPBPUBSICRPISYTW|ICE BofAML Public Sector Issuers Emerging Markets Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMPUPUBSLCRPIUSSYTW|ICE BofAML Public Sector Issuers US Emerging Markets Liquid Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLC1A0C13YSYTW|ICE BofAML US Corporate 1-3 Year Semi-Annual Yield to Worst|Percent
BAMLC7A0C1015YSYTW|ICE BofAML US Corporate 10-15 Year Semi-Annual Yield to Worst|Percent
BAMLC8A0C15PYSYTW|ICE BofAML US Corporate 15+ Year Semi-Annual Yield to Worst|Percent
BAMLC2A0C35YSYTW|ICE BofAML US Corporate 3-5 Year Semi-Annual Yield to Worst|Percent
BAMLC3A0C57YSYTW|ICE BofAML US Corporate 5-7 Year Semi-Annual Yield to Worst|Percent
BAMLC4A0C710YSYTW|ICE BofAML US Corporate 7-10 Year Semi-Annual Yield to Worst|Percent
BAMLC0A3CASYTW|ICE BofAML US Corporate A Semi-Annual Yield to Worst|Percent
BAMLC0A2CAASYTW|ICE BofAML US Corporate AA Semi-Annual Yield to Worst|Percent
BAMLC0A1CAAASYTW|ICE BofAML US Corporate AAA Semi-Annual Yield to Worst|Percent
BAMLH0A2HYBSYTW|ICE BofAML US High Yield B Semi-Annual Yield to Worst|Percent
BAMLH0A1HYBBSYTW|ICE BofAML US High Yield BB Semi-Annual Yield to Worst|Percent
BAMLC0A4CBBBSYTW|ICE BofAML US Corporate BBB Semi-Annual Yield to Worst|Percent
BAMLH0A3HYCSYTW|ICE BofAML US High Yield CCC or Below Semi-Annual Yield to Worst|Percent
BAMLC0A0CMSYTW|ICE BofAML US Corporate Master Semi-Annual Yield to Worst|Percent
BAMLEMUBCRPIUSSYTW|ICE BofAML US Emerging Markets Corporate Plus Sub-Index Semi-Annual Yield to Worst|Percent
BAMLEMCLLCRPIUSSYTW|ICE BofAML US Emerging Markets Liquid Corporate Plus Index Semi-Annual Yield to Worst|Percent
BAMLH0A0HYM2SYTW|ICE BofAML US High Yield Master II Semi-Annual Yield to Worst|Percent
4BIGEURORECDM|OECD based Recession Indicators for Four Big European Countries from the Peak through the Trough|+1 or 0
AUSRECDM|OECD based Recession Indicators for Australia from the Peak through the Trough|+1 or 0
AUTRECDM|OECD based Recession Indicators for Austria from the Peak through the Trough|+1 or 0
BELRECDM|OECD based Recession Indicators for Belgium from the Peak through the Trough|+1 or 0
BRARECDM|OECD based Recession Indicators for Brazil from the Peak through the Trough|+1 or 0
CANRECDM|OECD based Recession Indicators for Canada from the Peak through the Trough|+1 or 0
CHERECDM|OECD based Recession Indicators for Switzerland from the Peak through the Trough|+1 or 0
CHLRECDM|OECD based Recession Indicators for Chile from the Peak through the Trough|+1 or 0
CHNRECDM|OECD based Recession Indicators for China from the Peak through the Trough|+1 or 0
CZERECDM|OECD based Recession Indicators for the Czech Republic from the Peak through the Trough|+1 or 0
DEURECDM|OECD based Recession Indicators for Germany from the Peak through the Trough|+1 or 0
DNKRECDM|OECD based Recession Indicators for Denmark from the Peak through the Trough|+1 or 0
ESPRECDM|OECD based Recession Indicators for Spain from the Peak through the Trough|+1 or 0
ESTRECDM|OECD based Recession Indicators for Estonia from the Peak through the Trough|+1 or 0
EURORECDM|OECD based Recession Indicators for Euro Area from the Peak through the Trough|+1 or 0
FINRECDM|OECD based Recession Indicators for Finland from the Peak through the Trough|+1 or 0
FRARECDM|OECD based Recession Indicators for France from the Peak through the Trough|+1 or 0
GBRRECDM|OECD based Recession Indicators for the United Kingdom from the Peak through the Trough|+1 or 0
GRCRECDM|OECD based Recession Indicators for Greece from the Peak through the Trough|+1 or 0
HUNRECDM|OECD based Recession Indicators for Hungary from the Peak through the Trough|+1 or 0
IDNRECDM|OECD based Recession Indicators for Indonesia from the Peak through the Trough|+1 or 0
INDRECDM|OECD based Recession Indicators for India from the Peak through the Trough|+1 or 0
IRLRECDM|OECD based Recession Indicators for Ireland from the Peak through the Trough|+1 or 0
ISRRECDM|OECD based Recession Indicators for Israel from the Peak through the Trough|+1 or 0
ITARECDM|OECD based Recession Indicators for Italy from the Peak through the Trough|+1 or 0
JPNRECDM|OECD based Recession Indicators for Japan from the Peak through the Trough|+1 or 0
KORRECDM|OECD based Recession Indicators for Korea from the Peak through the Trough|+1 or 0
LUXRECDM|OECD based Recession Indicators for Luxembourg from the Peak through the Trough|+1 or 0
MAJOR5ASIARECDM|OECD based Recession Indicators for Major 5 Asia from the Peak through the Trough|+1 or 0
MEXRECDM|OECD based Recession Indicators for Mexico from the Peak through the Trough|+1 or 0
MSCRECDM|OECD based Recession Indicators for Major Seven Countries from the Peak through the Trough|+1 or 0
NAFTARECDM|OECD based Recession Indicators for NAFTA Area from the Peak through the Trough|+1 or 0
NDLRECDM|OECD based Recession Indicators for Netherlands from the Peak through the Trough|+1 or 0
NORRECDM|OECD based Recession Indicators for Norway from the Peak through the Trough|+1 or 0
NZLRECDM|OECD based Recession Indicators for New Zealand from the Peak through the Trough|+1 or 0
OECDEUROPERECDM|OECD based Recession Indicators for OECD Europe from the Peak through the Trough|+1 or 0
OECDNMERECDM|OECD based Recession Indicators for OECD and Non-member Economies from the Peak through the Trough|+1 or 0
OECDRECDM|OECD based Recession Indicators for the OECD Total Area from the Peak through the Trough|+1 or 0
POLRECDM|OECD based Recession Indicators for Poland from the Peak through the Trough|+1 or 0
PRTRECDM|OECD based Recession Indicators for Portugal from the Peak through the Trough|+1 or 0
RUSRECDM|OECD based Recession Indicators for Russian Federation from the Peak through the Trough|+1 or 0
SVKRECDM|OECD based Recession Indicators for the Slovak Republic from the Peak through the Trough|+1 or 0
SVNRECDM|OECD based Recession Indicators for Slovenia from the Peak through the Trough|+1 or 0
SWERECDM|OECD based Recession Indicators for Sweden from the Peak through the Trough|+1 or 0
TURRECDM|OECD based Recession Indicators for Turkey from the Peak through the Trough|+1 or 0
USARECDM|OECD based Recession Indicators for the United States from the Peak through the Trough|+1 or 0
ZAFRECDM|OECD based Recession Indicators for South Africa from the Peak through the Trough|+1 or 0
4BIGEURORECD|OECD based Recession Indicators for Four Big European Countries from the Period following the Peak through the Trough|+1 or 0
AUSRECD|OECD based Recession Indicators for Australia from the Period following the Peak through the Trough|+1 or 0
AUTRECD|OECD based Recession Indicators for Austria from the Period following the Peak through the Trough|+1 or 0
BELRECD|OECD based Recession Indicators for Belgium from the Period following the Peak through the Trough|+1 or 0
BRARECD|OECD based Recession Indicators for Brazil from the Period following the Peak through the Trough|+1 or 0
CANRECD|OECD based Recession Indicators for Canada from the Period following the Peak through the Trough|+1 or 0
CHERECD|OECD based Recession Indicators for Switzerland from the Period following the Peak through the Trough|+1 or 0
CHLRECD|OECD based Recession Indicators for Chile from the Period following the Peak through the Trough|+1 or 0
CHNRECD|OECD based Recession Indicators for China from the Period following the Peak through the Trough|+1 or 0
CZERECD|OECD based Recession Indicators for the Czech Republic from the Period following the Peak through the Trough|+1 or 0
DEURECD|OECD based Recession Indicators for Germany from the Period following the Peak through the Trough|+1 or 0
DNKRECD|OECD based Recession Indicators for Denmark from the Period following the Peak through the Trough|+1 or 0
ESPRECD|OECD based Recession Indicators for Spain from the Period following the Peak through the Trough|+1 or 0
ESTRECD|OECD based Recession Indicators for Estonia from the Period following the Peak through the Trough|+1 or 0
EURORECD|OECD based Recession Indicators for Euro Area from the Period following the Peak through the Trough|+1 or 0
FINRECD|OECD based Recession Indicators for Finland from the Period following the Peak through the Trough|+1 or 0
FRARECD|OECD based Recession Indicators for France from the Period following the Peak through the Trough|+1 or 0
GBRRECD|OECD based Recession Indicators for the United Kingdom from the Period following the Peak through the Trough|+1 or 0
GRCRECD|OECD based Recession Indicators for Greece from the Period following the Peak through the Trough|+1 or 0
HUNRECD|OECD based Recession Indicators for Hungary from the Period following the Peak through the Trough|+1 or 0
IDNRECD|OECD based Recession Indicators for Indonesia from the Period following the Peak through the Trough|+1 or 0
INDRECD|OECD based Recession Indicators for India from the Period following the Peak through the Trough|+1 or 0
IRLRECD|OECD based Recession Indicators for Ireland from the Period following the Peak through the Trough|+1 or 0
ISRRECD|OECD based Recession Indicators for Israel from the Period following the Peak through the Trough|+1 or 0
ITARECD|OECD based Recession Indicators for Italy from the Period following the Peak through the Trough|+1 or 0
JPNRECD|OECD based Recession Indicators for Japan from the Period following the Peak through the Trough|+1 or 0
KORRECD|OECD based Recession Indicators for Korea from the Period following the Peak through the Trough|+1 or 0
LUXRECD|OECD based Recession Indicators for Luxembourg from the Period following the Peak through the Trough|+1 or 0
MAJOR5ASIARECD|OECD based Recession Indicators for Major 5 Asia from the Period following the Peak through the Trough|+1 or 0
MEXRECD|OECD based Recession Indicators for Mexico from the Period following the Peak through the Trough|+1 or 0
MSCRECD|OECD based Recession Indicators for Major Seven Countries from the Period following the Peak through the Trough|+1 or 0
NAFTARECD|OECD based Recession Indicators for NAFTA Area from the Period following the Peak through the Trough|+1 or 0
NDLRECD|OECD based Recession Indicators for Netherlands from the Period following the Peak through the Trough|+1 or 0
NORRECD|OECD based Recession Indicators for Norway from the Period following the Peak through the Trough|+1 or 0
NZLRECD|OECD based Recession Indicators for New Zealand from the Period following the Peak through the Trough|+1 or 0
OECDEUROPERECD|OECD based Recession Indicators for OECD Europe from the Period following the Peak through the Trough|+1 or 0
OECDNMERECD|OECD based Recession Indicators for OECD and Non-member Economies from the Period following the Peak through the Trough|+1 or 0
OECDRECD|OECD based Recession Indicators for the OECD Total Area from the Period following the Peak through the Trough|+1 or 0
POLRECD|OECD based Recession Indicators for Poland from the Period following the Peak through the Trough|+1 or 0
PRTRECD|OECD based Recession Indicators for Portugal from the Period following the Peak through the Trough|+1 or 0
RUSRECD|OECD based Recession Indicators for Russian Federation from the Period following the Peak through the Trough|+1 or 0
SVKRECD|OECD based Recession Indicators for the Slovak Republic from the Period following the Peak through the Trough|+1 or 0
SVNRECD|OECD based Recession Indicators for Slovenia from the Period following the Peak through the Trough|+1 or 0
SWERECD|OECD based Recession Indicators for Sweden from the Period following the Peak through the Trough|+1 or 0
TURRECD|OECD based Recession Indicators for Turkey from the Period following the Peak through the Trough|+1 or 0
USARECD|OECD based Recession Indicators for the United States from the Period following the Peak through the Trough|+1 or 0
ZAFRECD|OECD based Recession Indicators for South Africa from the Period following the Peak through the Trough|+1 or 0
4BIGEURORECDP|OECD based Recession Indicators for Four Big European Countries from the Peak through the Period preceding the Trough|+1 or 0
AUSRECDP|OECD based Recession Indicators for Australia from the Peak through the Period preceding the Trough|+1 or 0
AUTRECDP|OECD based Recession Indicators for Austria from the Peak through the Period preceding the Trough|+1 or 0
BELRECDP|OECD based Recession Indicators for Belgium from the Peak through the Period preceding the Trough|+1 or 0
BRARECDP|OECD based Recession Indicators for Brazil from the Peak through the Period preceding the Trough|+1 or 0
CANRECDP|OECD based Recession Indicators for Canada from the Peak through the Period preceding the Trough|+1 or 0
CHERECDP|OECD based Recession Indicators for Switzerland from the Peak through the Period preceding the Trough|+1 or 0
CHLRECDP|OECD based Recession Indicators for Chile from the Peak through the Period preceding the Trough|+1 or 0
CHNRECDP|OECD based Recession Indicators for China from the Peak through the Period preceding the Trough|+1 or 0
CZERECDP|OECD based Recession Indicators for the Czech Republic from the Peak through the Period preceding the Trough|+1 or 0
DEURECDP|OECD based Recession Indicators for Germany from the Peak through the Period preceding the Trough|+1 or 0
DNKRECDP|OECD based Recession Indicators for Denmark from the Peak through the Period preceding the Trough|+1 or 0
ESPRECDP|OECD based Recession Indicators for Spain from the Peak through the Period preceding the Trough|+1 or 0
ESTRECDP|OECD based Recession Indicators for Estonia from the Peak through the Period preceding the Trough|+1 or 0
EURORECDP|OECD based Recession Indicators for Euro Area from the Peak through the Period preceding the Trough|+1 or 0
FINRECDP|OECD based Recession Indicators for Finland from the Peak through the Period preceding the Trough|+1 or 0
FRARECDP|OECD based Recession Indicators for France from the Peak through the Period preceding the Trough|+1 or 0
GBRRECDP|OECD based Recession Indicators for the United Kingdom from the Peak through the Period preceding the Trough|+1 or 0
GRCRECDP|OECD based Recession Indicators for Greece from the Peak through the Period preceding the Trough|+1 or 0
HUNRECDP|OECD based Recession Indicators for Hungary from the Peak through the Period preceding the Trough|+1 or 0
IDNRECDP|OECD based Recession Indicators for Indonesia from the Peak through the Period preceding the Trough|+1 or 0
INDRECDP|OECD based Recession Indicators for India from the Peak through the Period preceding the Trough|+1 or 0
IRLRECDP|OECD based Recession Indicators for Ireland from the Peak through the Period preceding the Trough|+1 or 0
ISRRECDP|OECD based Recession Indicators for Israel from the Peak through the Period preceding the Trough|+1 or 0
ITARECDP|OECD based Recession Indicators for Italy from the Peak through the Period preceding the Trough|+1 or 0
JPNRECDP|OECD based Recession Indicators for Japan from the Peak through the Period preceding the Trough|+1 or 0
